,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Coordinates,School District,State Rank
4118,1796350690,8/20/2014,245000.0,small,minimal,1390,8250,1.0,0.0,0.0,good,good,1390,0.0,1987,0.0,98042,47.3707,-122.094,1390,7875,"(-122.094, 47.3707)",seattle,11-50
4119,7504110110,3/25/2015,720000.0,small,minimal,2880,10126,2.0,0.0,0.0,very_good,very_good,2880,0.0,1985,0.0,98074,47.6319,-122.037,2960,10514,"(-122.037, 47.6319)",seattle,11-50
4120,4324500490,12/23/2014,215000.0,small,minimal,1060,9954,1.0,0.0,0.0,very_good,good,1060,0.0,1960,0.0,98032,47.3801,-122.289,1620,8760,"(-122.289, 47.3801)",seattle,11-50
4121,1257202120,10/30/2014,579100.0,small,minimal,1070,2754,1.0,0.0,0.0,good,good,830,240.0,1924,0.0,98103,47.6755,-122.331,1760,4080,"(-122.331, 47.6755)",lake washington,Top_ten
4122,3987700115,7/28/2014,522500.0,small,minimal,1640,9299,1.5,0.0,0.0,very_good,good,870,770.0,1943,0.0,98056,47.5334,-122.16799999999999,2460,14326,"(-122.16799999999999, 47.5334)",seattle,11-50
4123,9137101353,9/19/2014,489000.0,small,minimal,1510,3000,1.0,0.0,0.0,very_good,good,910,600.0,1972,0.0,98115,47.6804,-122.319,1620,4000,"(-122.319, 47.6804)",bellevue,Top_ten
4124,3298701066,5/6/2015,240000.0,small,minimal,1230,2353,1.5,0.0,0.0,very_good,bad,1230,0.0,1925,0.0,98106,47.5177,-122.354,1280,1572,"(-122.354, 47.5177)",seattle,11-50
4125,8682290100,4/21/2015,420250.0,small,minimal,1510,3657,1.0,0.0,0.0,good,good,1510,0.0,2007,0.0,98053,47.7225,-122.029,1510,3657,"(-122.029, 47.7225)",seattle,11-50
4126,4055700778,11/14/2014,523000.0,small,minimal,3180,20870,2.0,0.0,0.0,good,good,2120,1060.0,1967,0.0,98034,47.7176,-122.241,2700,14190,"(-122.241, 47.7176)",northshore,Top_ten
4127,438000025,5/13/2014,628000.0,small,minimal,2260,6000,1.0,0.0,0.0,good,good,1430,830.0,1958,0.0,98115,47.6876,-122.29799999999999,2030,5874,"(-122.29799999999999, 47.6876)",snoqualmie valley,Top_ten
4128,2474400300,5/6/2015,320000.0,small,minimal,1920,7277,2.0,0.0,0.0,very_good,good,1920,0.0,1990,0.0,98031,47.4058,-122.19200000000001,2300,7645,"(-122.19200000000001, 47.4058)",skykomish,51-above
4129,87000283,11/18/2014,359950.0,small,minimal,1980,7800,2.0,0.0,0.0,good,good,1980,0.0,1999,0.0,98055,47.4492,-122.199,1700,20580,"(-122.199, 47.4492)",seattle,11-50
4130,2946001645,5/5/2014,232000.0,small,minimal,1200,8063,1.0,0.0,0.0,very_good,bad,1200,0.0,1958,0.0,98198,47.4204,-122.324,1200,7500,"(-122.324, 47.4204)",seattle,11-50
4131,9294300495,11/14/2014,810000.0,small,minimal,2020,5600,1.0,0.0,2.0,very_good,good,1210,810.0,1961,0.0,98115,47.6821,-122.26700000000001,2660,6050,"(-122.26700000000001, 47.6821)",lake washington,Top_ten
4132,492000475,12/11/2014,245000.0,small,minimal,2010,7561,1.5,0.0,0.0,very_good,good,1890,120.0,1921,0.0,98002,47.31100000000001,-122.227,1420,6564,"(-122.227, 47.31100000000001)",tahoma,Top_ten
4133,3876540600,5/7/2015,273000.0,small,minimal,1930,8192,1.0,0.0,0.0,good,good,1470,460.0,1984,0.0,98003,47.2624,-122.29899999999999,1510,8192,"(-122.29899999999999, 47.2624)",seattle,11-50
4134,4122500100,2/11/2015,1190000.0,moderate,minimal,2710,14989,1.0,0.0,0.0,good,good,1720,990.0,1959,0.0,98004,47.6411,-122.20700000000001,3180,16624,"(-122.20700000000001, 47.6411)",lake washington,Top_ten
4135,2461900945,4/21/2015,438000.0,moderate,minimal,1950,6250,1.5,0.0,0.0,very_good,good,1450,?,1917,0.0,98136,47.5511,-122.38600000000001,1950,6250,"(-122.38600000000001, 47.5511)",snoqualmie valley,Top_ten
4136,7221400495,7/17/2014,400000.0,small,minimal,2110,19600,1.0,0.0,0.0,very_good,good,2110,?,1959,,98055,47.4742,-122.198,880,10077,"(-122.198, 47.4742)",seattle,11-50
4137,2349300090,5/16/2014,340000.0,small,minimal,1250,4800,1.0,0.0,0.0,very_good,good,1250,0.0,1951,0.0,98126,47.5517,-122.381,1404,4800,"(-122.381, 47.5517)",auburn,51-above
4138,9523100459,6/9/2014,552000.0,small,minimal,1380,951,3.0,,0.0,good,good,1380,0.0,2006,0.0,98103,47.6654,-122.355,1430,3400,"(-122.355, 47.6654)",issaquah,Top_ten
4139,3856904580,11/25/2014,790000.0,small,minimal,2050,4080,2.0,0.0,0.0,good,good,2050,0.0,1991,0.0,98105,47.6698,-122.325,1890,4080,"(-122.325, 47.6698)",bellevue,Top_ten
4140,7345600755,7/7/2014,360000.0,small,minimal,1800,22000,2.0,0.0,0.0,good,good,1800,0.0,1931,0.0,98168,47.4889,-122.286,1440,16640,"(-122.286, 47.4889)",shoreline,11-50
4141,798000457,3/2/2015,235000.0,small,minimal,1310,15022,1.0,0.0,0.0,good,good,1310,0.0,1934,1984.0,98168,47.5008,-122.33200000000001,1530,13154,"(-122.33200000000001, 47.5008)",issaquah,Top_ten
4142,7986400945,10/10/2014,775000.0,small,minimal,1010,3600,1.0,0.0,0.0,good,good,1010,0.0,1913,0.0,98107,47.6641,-122.35700000000001,1540,3600,"(-122.35700000000001, 47.6641)",auburn,51-above
4143,395300100,5/14/2014,489200.0,small,minimal,1850,9600,1.5,0.0,0.0,very_good,good,1850,0.0,1965,0.0,98034,47.7259,-122.226,1250,10500,"(-122.226, 47.7259)",seattle,11-50
4144,2473510090,7/29/2014,341000.0,small,minimal,1750,8900,2.0,0.0,0.0,very_good,good,1750,?,1977,0.0,98058,47.4451,-122.13600000000001,1680,7910,"(-122.13600000000001, 47.4451)",kent,11-50
4145,1329300300,10/1/2014,335000.0,small,minimal,2154,6050,2.0,0.0,0.0,good,good,2154,0.0,2012,,98030,47.3513,-122.17399999999999,2305,5769,"(-122.17399999999999, 47.3513)",renton,51-above
4146,952007069,1/21/2015,393500.0,small,minimal,1230,1441,2.0,0.0,0.0,good,good,1010,220.0,2004,0.0,98116,47.5626,-122.382,1170,1942,"(-122.382, 47.5626)",highline,51-above
4147,8073000265,9/18/2014,360000.0,small,minimal,1960,8846,1.0,0.0,3.0,very_good,bad,980,980.0,1940,,98178,47.5101,-122.24600000000001,2190,6363,"(-122.24600000000001, 47.5101)",snoqualmie valley,Top_ten
4148,952004745,3/4/2015,400800.0,small,minimal,1070,5750,1.0,0.0,0.0,good,bad,870,200.0,1923,0.0,98126,47.56399999999999,-122.37899999999999,1270,5750,"(-122.37899999999999, 47.56399999999999)",bellevue,Top_ten
4149,1376800115,11/3/2014,585000.0,small,minimal,1450,5378,1.0,0.0,0.0,good,good,1190,260.0,1939,0.0,98199,47.6436,-122.405,1810,5559,"(-122.405, 47.6436)",highline,51-above
4150,6613000750,10/1/2014,1600000.0,small,minimal,3680,5000,2.0,0.0,3.0,good,good,2480,1200.0,1936,0.0,98105,47.6599,-122.26899999999999,3200,5000,"(-122.26899999999999, 47.6599)",northshore,Top_ten
4151,2303900090,7/29/2014,2880000.0,small,minimal,5760,32033,2.0,0.0,4.0,very_good,very_good,4390,1370.0,1994,0.0,98177,47.7288,-122.37,3420,28475,"(-122.37, 47.7288)",tahoma,Top_ten
4152,6713700025,5/15/2014,300000.0,small,minimal,1220,13000,1.0,0.0,0.0,very_good,good,1220,0.0,1955,,98133,47.7608,-122.353,1510,12600,"(-122.353, 47.7608)",seattle,11-50
4153,4083304535,11/14/2014,1050000.0,small,minimal,2950,4560,2.0,0.0,0.0,very_good,good,1810,1140.0,1912,,98103,47.6525,-122.333,2000,4560,"(-122.333, 47.6525)",seattle,11-50
4154,3626039403,9/22/2014,360000.0,small,minimal,1340,1110,2.0,0.0,0.0,good,good,1040,300.0,1999,0.0,98117,47.698,-122.366,1220,1110,"(-122.366, 47.698)",seattle,11-50
4155,254000100,6/20/2014,665900.0,small,minimal,2870,5453,2.0,0.0,1.0,very_good,good,2220,650.0,1926,0.0,98146,47.5129,-122.38799999999999,1660,4800,"(-122.38799999999999, 47.5129)",seattle,11-50
4156,2724049076,8/22/2014,470000.0,small,minimal,2590,18224,1.5,0.0,0.0,very_good,good,2000,590.0,1911,0.0,98118,47.5318,-122.286,1800,7080,"(-122.286, 47.5318)",seattle,11-50
4157,8562500690,5/13/2014,581000.0,small,minimal,2090,8164,1.0,0.0,0.0,very_good,good,1070,1020.0,1963,0.0,98052,47.6715,-122.155,1310,7975,"(-122.155, 47.6715)",seattle,11-50
4158,3834500195,7/7/2014,527000.0,moderate,average,3000,8401,1.0,0.0,0.0,good,good,1500,1500.0,1979,0.0,98125,47.7226,-122.29899999999999,1400,8403,"(-122.29899999999999, 47.7226)",issaquah,Top_ten
4159,2207100405,5/6/2015,423000.0,small,minimal,1730,7245,1.0,0.0,0.0,very_good,good,880,?,1955,,98007,47.5995,-122.14399999999999,1550,7245,"(-122.14399999999999, 47.5995)",mercer island,Top_ten
4160,9482700475,9/27/2014,875000.0,small,average,2850,4416,1.5,0.0,0.0,good,good,2040,810.0,1926,0.0,98103,47.6835,-122.34200000000001,1860,4416,"(-122.34200000000001, 47.6835)",seattle,11-50
4161,7905200386,7/29/2014,410000.0,small,minimal,1020,6903,1.0,0.0,0.0,good,good,1020,0.0,1951,0.0,98116,47.57100000000001,-122.39200000000001,1440,6678,"(-122.39200000000001, 47.57100000000001)",seattle,11-50
4162,8680500090,3/16/2015,606000.0,small,minimal,2200,6005,2.0,0.0,0.0,good,good,2200,0.0,1997,,98072,47.7408,-122.169,2320,6098,"(-122.169, 47.7408)",seattle,11-50
4163,3424089119,5/1/2015,654000.0,small,minimal,3240,60840,2.0,0.0,0.0,good,good,3240,0.0,1997,0.0,98045,47.5192,-121.764,2570,204732,"(-121.764, 47.5192)",tahoma,Top_ten
4164,1437500015,7/9/2014,150000.0,small,minimal,490,38500,1.5,0.0,0.0,very_good,bad,490,0.0,1959,0.0,98014,47.7112,-121.315,800,18297,"(-121.315, 47.7112)",seattle,11-50
4165,3298700110,11/9/2014,373000.0,small,minimal,2990,6771,1.0,0.0,0.0,good,good,1550,1440.0,2003,0.0,98106,47.5237,-122.353,1800,6771,"(-122.353, 47.5237)",bellevue,Top_ten
4166,6300000337,5/29/2014,550000.0,moderate,minimal,2450,9488,1.0,0.0,0.0,very_good,good,1240,1210.0,1900,1955.0,98133,47.7056,-122.34,1310,5693,"(-122.34, 47.7056)",seattle,11-50
4167,8561200110,5/21/2014,512500.0,small,minimal,1900,7604,2.0,0.0,0.0,good,good,1900,0.0,1990,0.0,98033,47.7002,-122.18799999999999,1980,9583,"(-122.18799999999999, 47.7002)",lake washington,Top_ten
4168,2781250110,4/28/2015,360000.0,small,minimal,2640,7388,2.0,0.0,0.0,good,good,2640,0.0,2003,0.0,98038,47.3505,-122.027,2640,6383,"(-122.027, 47.3505)",bellevue,Top_ten
4169,4442800008,9/26/2014,369000.0,small,minimal,1340,1480,3.0,,0.0,good,good,1340,0.0,1997,,98117,47.6904,-122.39299999999999,1340,1321,"(-122.39299999999999, 47.6904)",northshore,Top_ten
4170,2619920110,12/30/2014,825000.0,small,minimal,3220,5262,2.0,0.0,0.0,good,good,3220,0.0,2003,0.0,98033,47.6878,-122.162,3220,4921,"(-122.162, 47.6878)",lake washington,Top_ten
4171,7334501130,12/1/2014,255000.0,small,minimal,930,11475,1.0,0.0,0.0,good,good,930,0.0,1978,0.0,98045,47.4644,-121.745,1280,11250,"(-121.745, 47.4644)",shoreline,11-50
4172,9471200115,5/28/2014,1290000.0,small,minimal,3240,10800,1.0,0.0,0.0,good,very_good,2260,980.0,1946,0.0,98105,47.6709,-122.262,3490,10800,"(-122.262, 47.6709)",seattle,11-50
4173,2597500090,8/8/2014,270000.0,moderate,minimal,2630,8470,1.5,0.0,0.0,very_good,good,2630,0.0,1968,0.0,98002,47.2863,-122.196,1780,8575,"(-122.196, 47.2863)",lake washington,Top_ten
4174,8665050490,9/24/2014,480680.0,small,minimal,1730,4924,2.0,0.0,0.0,good,good,1730,0.0,1996,0.0,98029,47.5672,-122.005,1610,4313,"(-122.005, 47.5672)",issaquah,Top_ten
4175,1736800740,3/3/2015,525000.0,small,minimal,2120,7725,1.0,0.0,0.0,good,good,1220,900.0,1965,0.0,98007,47.6003,-122.14399999999999,2160,7725,"(-122.14399999999999, 47.6003)",seattle,11-50
4176,6163901751,6/23/2014,291500.0,small,minimal,880,9238,1.5,0.0,0.0,very_good,bad,880,0.0,1946,,98155,47.7494,-122.319,1170,9238,"(-122.319, 47.7494)",lake washington,Top_ten
4177,2323059184,12/30/2014,305000.0,small,minimal,1800,13551,1.0,0.0,0.0,very_good,good,1800,0.0,1974,,98059,47.4721,-122.12799999999999,1730,13551,"(-122.12799999999999, 47.4721)",renton,51-above
4178,7349650490,5/7/2015,285000.0,small,minimal,1600,7500,1.0,0.0,0.0,good,good,1600,0.0,1998,0.0,98002,47.2831,-122.199,1620,7461,"(-122.199, 47.2831)",lake washington,Top_ten
4179,1025039086,9/16/2014,1880000.0,small,minimal,3280,29111,2.0,1.0,3.0,good,very_good,3280,0.0,1925,,98199,47.6699,-122.416,3530,21074,"(-122.416, 47.6699)",enumclaw,51-above
4180,274100090,1/8/2015,329500.0,moderate,minimal,3290,8000,1.0,0.0,0.0,good,good,1790,1500.0,1968,,98030,47.3733,-122.214,2380,7000,"(-122.214, 47.3733)",seattle,11-50
4181,3342104046,7/8/2014,1570000.0,small,minimal,2890,18226,3.0,1.0,4.0,good,very_good,2890,0.0,1984,0.0,98056,47.5169,-122.209,2870,11151,"(-122.209, 47.5169)",federal way,51-above
4182,7893801862,8/11/2014,379260.0,small,minimal,1730,7202,1.0,0.0,0.0,good,good,1330,400.0,1991,0.0,98198,47.4099,-122.329,2100,8125,"(-122.329, 47.4099)",issaquah,Top_ten
4183,7852060490,7/9/2014,356000.0,small,minimal,1590,3411,2.0,0.0,0.0,good,good,1590,0.0,2000,,98065,47.5303,-121.87799999999999,1590,3411,"(-121.87799999999999, 47.5303)",snoqualmie valley,Top_ten
4184,7923300115,12/1/2014,571900.0,small,minimal,1710,8947,1.0,0.0,0.0,very_good,good,1710,0.0,1956,0.0,98007,47.5947,-122.135,1360,10133,"(-122.135, 47.5947)",seattle,11-50
4185,2868300115,8/21/2014,271500.0,small,minimal,1995,18360,2.0,0.0,0.0,good,good,1995,0.0,1957,0.0,98198,47.4129,-122.322,1980,13640,"(-122.322, 47.4129)",seattle,11-50
4186,9477001270,3/16/2015,390000.0,small,minimal,1300,10030,1.0,0.0,0.0,very_good,good,1300,0.0,1967,0.0,98034,47.7359,-122.19200000000001,1520,7713,"(-122.19200000000001, 47.7359)",federal way,51-above
4187,522069119,5/12/2015,550000.0,small,minimal,2720,62310,1.0,0.0,0.0,good,good,2040,680.0,1985,0.0,98038,47.4168,-122.074,2770,204296,"(-122.074, 47.4168)",shoreline,11-50
4188,2025049175,1/5/2015,755000.0,small,minimal,1360,2070,2.0,0.0,0.0,good,good,1360,0.0,1999,0.0,98102,47.6423,-122.329,1920,2092,"(-122.329, 47.6423)",federal way,51-above
4189,2771604226,11/18/2014,509500.0,small,minimal,1590,1485,2.0,0.0,0.0,good,good,1300,290.0,1994,0.0,98199,47.6375,-122.387,1880,3675,"(-122.387, 47.6375)",auburn,51-above
4190,2917200615,3/25/2015,486700.0,small,minimal,1200,6278,1.0,0.0,0.0,good,good,1080,120.0,1942,,98103,47.7001,-122.351,1200,6211,"(-122.351, 47.7001)",seattle,11-50
4191,9551201295,7/28/2014,527500.0,small,minimal,1170,3000,1.5,0.0,0.0,good,good,1170,0.0,1910,0.0,98103,47.6697,-122.338,1530,4000,"(-122.338, 47.6697)",vashon island,11-50
4192,7443000985,8/15/2014,475000.0,moderate,minimal,2010,3600,1.5,0.0,0.0,good,bad,1510,500.0,1912,0.0,98119,47.6522,-122.366,1780,3600,"(-122.366, 47.6522)",enumclaw,51-above
4193,3395041194,8/27/2014,268000.0,small,minimal,1880,1793,2.0,0.0,0.0,good,good,1810,70.0,2001,0.0,98108,47.5405,-122.29299999999999,1800,2537,"(-122.29299999999999, 47.5405)",bellevue,Top_ten
4194,1024069162,4/16/2015,562000.0,small,minimal,3250,50529,2.0,0.0,0.0,very_good,good,3250,0.0,1978,0.0,98075,47.5849,-122.016,2370,47480,"(-122.016, 47.5849)",kent,11-50
4195,5452800735,7/22/2014,780000.0,small,minimal,2270,13449,1.0,0.0,0.0,very_good,good,1310,960.0,1975,0.0,98040,47.5416,-122.23200000000001,2810,13475,"(-122.23200000000001, 47.5416)",seattle,11-50
4196,2902200015,1/6/2015,700000.0,excessive,average,3680,4400,2.0,0.0,0.0,good,good,2830,850.0,1908,0.0,98102,47.6374,-122.324,1960,2450,"(-122.324, 47.6374)",lake washington,Top_ten
4197,1698900195,9/2/2014,710000.0,small,minimal,1880,3000,1.0,0.0,0.0,very_good,good,1040,840.0,1931,0.0,98109,47.6418,-122.351,1790,3000,"(-122.351, 47.6418)",seattle,11-50
4198,442000015,6/12/2014,445000.0,small,minimal,1050,5664,1.0,0.0,0.0,very_good,good,910,140.0,1947,0.0,98115,47.6897,-122.285,1500,5664,"(-122.285, 47.6897)",kent,11-50
4199,222069058,9/15/2014,729000.0,small,average,2250,60548,1.0,0.0,0.0,good,good,2250,0.0,2005,0.0,98038,47.4246,-122.014,2760,84070,"(-122.014, 47.4246)",bellevue,Top_ten
4200,2926049449,6/18/2014,384400.0,small,average,1689,1388,3.0,0.0,0.0,good,good,1689,0.0,2008,0.0,98125,47.7174,-122.31700000000001,1459,1384,"(-122.31700000000001, 47.7174)",mercer island,Top_ten
4201,6071800100,3/27/2015,815000.0,moderate,average,2860,17853,1.0,0.0,0.0,good,good,1430,1430.0,1962,2015.0,98006,47.54600000000001,-122.175,1920,13452,"(-122.175, 47.54600000000001)",kent,11-50
4202,4003000110,10/29/2014,865000.0,small,minimal,2710,4069,3.0,0.0,0.0,very_good,very_good,2710,0.0,1990,0.0,98122,47.604,-122.288,1810,3586,"(-122.288, 47.604)",federal way,51-above
4203,925059198,8/28/2014,514000.0,small,minimal,1770,7200,1.0,0.0,0.0,very_good,good,1770,0.0,1967,0.0,98033,47.6642,-122.17299999999999,2250,11250,"(-122.17299999999999, 47.6642)",federal way,51-above
4204,6072700110,5/20/2014,615000.0,small,minimal,2820,13193,1.0,,0.0,good,good,1860,960.0,1965,0.0,98006,47.5579,-122.17399999999999,2580,13193,"(-122.17399999999999, 47.5579)",shoreline,11-50
4205,1926069143,10/16/2014,865000.0,small,average,3400,99170,1.0,0.0,0.0,very_good,good,2000,1400.0,1980,,98072,47.7293,-122.09899999999999,3460,47920,"(-122.09899999999999, 47.7293)",northshore,Top_ten
4206,2871000300,10/13/2014,755000.0,small,minimal,3110,6930,2.0,0.0,0.0,good,good,3110,0.0,2004,0.0,98052,47.7011,-122.11200000000001,3090,7000,"(-122.11200000000001, 47.7011)",seattle,11-50
4207,6163900301,4/27/2015,425000.0,small,minimal,1480,8321,1.0,0.0,0.0,good,good,1080,400.0,1953,0.0,98155,47.7629,-122.318,1580,8502,"(-122.318, 47.7629)",snoqualmie valley,Top_ten
4208,4318200090,6/18/2014,375000.0,small,minimal,940,9839,1.0,0.0,0.0,good,bad,940,0.0,1910,0.0,98136,47.5379,-122.38600000000001,1330,8740,"(-122.38600000000001, 47.5379)",kent,11-50
4209,9526600090,4/24/2015,750000.0,small,minimal,2680,4548,2.0,0.0,0.0,good,good,2680,0.0,2009,0.0,98052,47.7073,-122.11399999999999,2750,4548,"(-122.11399999999999, 47.7073)",kent,11-50
4210,629420100,9/26/2014,722000.0,small,minimal,3190,5408,2.0,0.0,0.0,good,good,3190,0.0,2005,0.0,98075,47.5903,-121.988,3160,5773,"(-121.988, 47.5903)",kent,11-50
4211,6905200215,3/31/2015,1010000.0,small,minimal,1920,4480,2.0,0.0,1.0,good,good,1920,0.0,1949,1997.0,98119,47.6472,-122.37299999999999,1790,4500,"(-122.37299999999999, 47.6472)",federal way,51-above
4212,7202430110,6/25/2014,725000.0,small,minimal,2610,7510,2.0,0.0,0.0,good,good,2610,0.0,1996,0.0,98052,47.6648,-122.137,2610,8458,"(-122.137, 47.6648)",seattle,11-50
4213,87000245,9/30/2014,170000.0,small,minimal,1040,42180,1.0,0.0,0.0,bad,bad,1040,0.0,1947,0.0,98055,47.4518,-122.199,1270,24090,"(-122.199, 47.4518)",auburn,51-above
4214,6667400090,5/1/2015,845000.0,small,average,2880,35315,1.0,0.0,0.0,good,very_good,2270,610.0,1982,,98005,47.6587,-122.163,1910,167378,"(-122.163, 47.6587)",seattle,11-50
4215,6802200100,1/15/2015,271900.0,small,minimal,1450,8771,2.0,0.0,0.0,very_good,good,1450,0.0,1991,0.0,98022,47.1947,-121.98899999999999,1450,8653,"(-121.98899999999999, 47.1947)",auburn,51-above
4216,913000315,6/5/2014,1300000.0,moderate,average,3902,3880,3.0,0.0,4.0,very_good,good,2782,1120.0,1977,,98116,47.5837,-122.399,1100,3870,"(-122.399, 47.5837)",seattle,11-50
4217,8732030490,12/22/2014,261500.0,small,minimal,2460,7800,1.0,0.0,0.0,good,good,1500,960.0,1977,0.0,98023,47.3081,-122.384,2210,7800,"(-122.384, 47.3081)",seattle,11-50
4218,3629920600,5/16/2014,619500.0,small,minimal,2170,5000,2.0,,0.0,good,good,2170,0.0,2003,,98029,47.5458,-121.99600000000001,2170,5000,"(-121.99600000000001, 47.5458)",seattle,11-50
4219,1524079156,6/10/2014,435000.0,moderate,minimal,1970,15247,1.0,0.0,0.0,good,good,1450,520.0,1986,0.0,98024,47.5669,-121.905,1300,10800,"(-121.905, 47.5669)",lake washington,Top_ten
4220,6450301690,10/3/2014,210000.0,small,minimal,1000,5454,1.0,0.0,0.0,good,good,1000,0.0,1954,,98133,47.7339,-122.337,1320,5250,"(-122.337, 47.7339)",highline,51-above
4221,5309101050,11/26/2014,489950.0,small,minimal,1580,4010,1.0,0.0,0.0,very_good,good,790,790.0,1909,0.0,98117,47.6769,-122.37100000000001,1350,5350,"(-122.37100000000001, 47.6769)",auburn,51-above
4222,8857600820,5/8/2014,260000.0,small,minimal,2130,8800,1.0,0.0,0.0,good,good,1100,1030.0,1962,0.0,98032,47.383,-122.288,1480,8120,"(-122.288, 47.383)",enumclaw,51-above
4223,3500100025,6/28/2014,300000.0,small,minimal,1370,8499,1.0,0.0,0.0,good,good,1370,0.0,1949,0.0,98155,47.736000000000004,-122.301,1370,8187,"(-122.301, 47.736000000000004)",seattle,11-50
4224,5152100110,4/22/2015,530000.0,small,minimal,2150,14161,1.0,0.0,2.0,good,good,1330,820.0,1966,0.0,98003,47.3376,-122.323,2310,14034,"(-122.323, 47.3376)",kent,11-50
4225,3298600850,12/16/2014,235000.0,small,minimal,1370,14030,1.0,0.0,0.0,very_good,good,1370,0.0,1977,0.0,98092,47.2969,-122.163,2100,15260,"(-122.163, 47.2969)",enumclaw,51-above
4226,3856902250,1/5/2015,593500.0,small,minimal,1370,4000,2.0,0.0,0.0,very_good,good,1370,0.0,1918,0.0,98105,47.6711,-122.324,1370,4000,"(-122.324, 47.6711)",mercer island,Top_ten
4227,8887001140,7/23/2014,562000.0,small,average,3290,80471,2.0,0.0,2.0,very_good,good,2330,960.0,1975,,98070,47.504,-122.464,1830,30494,"(-122.464, 47.504)",shoreline,11-50
4228,2621069066,4/27/2015,585000.0,small,minimal,3190,207346,2.0,0.0,0.0,good,good,3190,0.0,1994,0.0,98022,47.2737,-122.015,2930,206474,"(-122.015, 47.2737)",seattle,11-50
4229,251620090,5/30/2014,2400000.0,small,average,4140,20734,1.0,,1.0,good,very_good,3300,840.0,1977,2005.0,98004,47.6344,-122.215,4020,20008,"(-122.215, 47.6344)",shoreline,11-50
4230,3546000090,2/24/2015,199500.0,small,minimal,1690,8901,1.0,0.0,0.0,good,good,1690,0.0,1986,0.0,98030,47.3546,-122.176,1690,7532,"(-122.176, 47.3546)",kent,11-50
4231,3359500755,9/2/2014,544500.0,moderate,minimal,1690,3240,1.5,,0.0,good,good,1690,0.0,1914,0.0,98115,47.6746,-122.325,1230,4500,"(-122.325, 47.6746)",seattle,11-50
4232,3579800485,2/18/2015,394900.0,small,minimal,1430,13370,1.0,0.0,0.0,good,good,1430,0.0,1962,0.0,98034,47.7317,-122.241,1670,10075,"(-122.241, 47.7317)",seattle,11-50
4233,2919201335,7/31/2014,912000.0,small,average,1980,4095,2.0,0.0,0.0,good,good,1980,0.0,2009,0.0,98103,47.6901,-122.35600000000001,1480,3840,"(-122.35600000000001, 47.6901)",snoqualmie valley,Top_ten
4234,1796370930,7/10/2014,260000.0,small,minimal,1490,8102,2.0,0.0,0.0,very_good,good,1490,0.0,1990,0.0,98042,47.3712,-122.09200000000001,1640,7943,"(-122.09200000000001, 47.3712)",highline,51-above
4235,3864000090,2/19/2015,858000.0,moderate,average,3620,12778,1.0,0.0,2.0,very_good,good,1900,1720.0,1964,0.0,98006,47.5512,-122.191,2930,10669,"(-122.191, 47.5512)",seattle,11-50
4236,8651100110,12/9/2014,1280000.0,small,minimal,2720,16454,1.0,0.0,1.0,very_good,good,1870,850.0,1963,,98040,47.5489,-122.21600000000001,3560,15993,"(-122.21600000000001, 47.5489)",enumclaw,51-above
4237,8731730590,5/13/2015,242150.0,small,minimal,1490,8544,1.0,0.0,0.0,very_good,good,1490,0.0,1970,0.0,98031,47.3894,-122.166,1180,8372,"(-122.166, 47.3894)",highline,51-above
4238,1761100300,10/30/2014,220000.0,small,minimal,1230,7200,1.0,0.0,0.0,good,good,1230,0.0,1986,0.0,98023,47.2881,-122.363,1540,7210,"(-122.363, 47.2881)",seattle,11-50
4239,9542800820,4/30/2015,235000.0,small,minimal,1900,7980,1.0,0.0,0.0,very_good,good,1340,560.0,1977,0.0,98023,47.305,-122.37299999999999,1690,7840,"(-122.37299999999999, 47.305)",snoqualmie valley,Top_ten
4240,2644900110,10/21/2014,370000.0,small,minimal,1530,10300,1.0,,0.0,very_good,good,1530,0.0,1978,0.0,98133,47.7767,-122.35600000000001,1940,9883,"(-122.35600000000001, 47.7767)",seattle,11-50
4241,1626069198,10/3/2014,450000.0,small,minimal,2290,44866,1.0,0.0,0.0,good,good,1390,900.0,1981,0.0,98077,47.7398,-122.041,2410,44866,"(-122.041, 47.7398)",seattle,11-50
4242,5101408593,7/11/2014,534950.0,moderate,minimal,2240,6337,1.0,,0.0,good,good,1280,960.0,1956,0.0,98125,47.7046,-122.316,1870,6380,"(-122.316, 47.7046)",kent,11-50
4243,7853270100,3/15/2015,730000.0,small,minimal,3470,14271,2.0,0.0,0.0,good,good,3470,0.0,2005,,98065,47.5423,-121.87700000000001,3450,9380,"(-121.87700000000001, 47.5423)",seattle,11-50
4244,3308030100,9/25/2014,465000.0,small,minimal,3050,32450,1.0,0.0,0.0,very_good,good,1550,1500.0,1983,0.0,98030,47.3626,-122.209,2350,15390,"(-122.209, 47.3626)",lake washington,Top_ten
4245,1330280100,8/1/2014,178000.0,small,minimal,1100,5734,1.0,0.0,0.0,very_good,good,1100,0.0,1955,0.0,98030,47.3632,-122.17399999999999,1770,6050,"(-122.17399999999999, 47.3632)",northshore,Top_ten
4246,2212200090,2/9/2015,215000.0,small,minimal,1610,7140,1.0,0.0,0.0,good,good,1080,530.0,1976,0.0,98031,47.3943,-122.189,1800,7600,"(-122.189, 47.3943)",federal way,51-above
